VBELV,POSNV,VBELN,POSNN,VBTYP_N,VBTYP_V,RFMNG,MEINS,RFWRT,WAERS,ERDAT,ERZET,MATNR,BWART,AEDAT,FKTYP
0000000166,000010,0090039044,000010,P,2,1.0,LE,32.0,GBP,20120731,171153, , ,00000000,A
0000000166,000020,0070000117,000020,L,2,1.0,ST,129.0,GBP,20120730,184652, , ,00000000, 
0000000166,000020,0090039044,000020,P,2,1.0,ST,129.0,GBP,20120731,171153, , ,00000000,A
0000000167,000000,0070000109,000000,L,2,0.0, ,249.0,USD,20120723,234321, , ,00000000, 
0000000167,000010,0070000109,000010,L,2,1.0,LE,50.0,USD,20120723,234321, , ,00000000, 
0000000167,000010,0090039047,000010,P,2,1.0,LE,50.0,USD,20120731,171159, , ,00000000,A
0000000167,000020,0070000109,000020,L,2,1.0,ST,199.0,USD,20120723,234321, , ,00000000, 
0000000167,000020,0090039047,000020,P,2,1.0,ST,199.0,USD,20120731,171159, , ,00000000,A
0000000168,000000,0070000112,000000,L,2,0.0, ,192.09,JPY,20120724,004409, , ,00000000, 
0000000168,000010,0070000112,000010,L,2,1.0,LE,38.57,JPY,20120724,004409, , ,00000000, 
0000000168,000010,0090039048,000010,P,2,1.0,LE,38.57,JPY,20120731,171202, , ,00000000,A
0000000168,000020,0070000112,000020,L,2,1.0,ST,153.52,JPY,20120724,004409, , ,00000000, 
0000000168,000020,0090039048,000020,P,2,1.0,ST,153.52,JPY,20120731,171202, , ,00000000,A
0000000170,000000,0070000113,000000,L,2,0.0, ,1573.0,CNY,20120724,004521, , ,00000000, 
0000000170,000010,0070000113,000010,L,2,1.0,LE,316.0,CNY,20120724,004521, , ,00000000, 
0000000170,000010,0090039046,000010,P,2,1.0,LE,316.0,CNY,20120731,171157, , ,00000000,A
0000000170,000020,0070000113,000020,L,2,1.0,ST,1257.0,CNY,20120724,004521, , ,00000000, 
0000000170,000020,0090039046,000020,P,2,1.0,ST,1257.0,CNY,20120731,171157, , ,00000000,A
0000000171,000000,0070000114,000000,L,2,0.0, ,243.0,AUD,20120724,004654, , ,00000000, 
0000000171,000010,0070000114,000010,L,2,1.0,LE,49.0,AUD,20120724,004654, , ,00000000, 
0000000171,000010,0090039049,000010,P,2,1.0,LE,49.0,AUD,20120731,171204, , ,00000000,A
0000000171,000020,0070000114,000020,L,2,1.0,ST,194.0,AUD,20120724,004654, , ,00000000, 
0000000171,000020,0090039049,000020,P,2,1.0,ST,194.0,AUD,20120731,171204, , ,00000000,A
0000000361,000001,0090034188,000001,M,2,1.0,ST,813.74,EUR,20031121,170524, , ,00000000,X
0000000363,000001,0090034189,000001,M,2,1.0,ST,813.74,EUR,20031121,171238, , ,00000000,X
0000000364,000001,0090034190,000001,M,2,0.0,ST,0.0,EUR,20031121,171544, , ,00000000,X
0000000824,000000,0000000310,000000,X,C,0.0,ST,0.0, ,19950925,183011, , ,00000000, 
0000000961,000000,0020000016,000000,B,b,0.0, ,62675.0,USD,20060425,155733, , ,00000000, 
0000001080,000010,0049002714,000001,R,C,1.0,ST,0.0,USD,19960326,212200,HD-1300,601,00000000, 
0000001080,000010,0080000750,000010,J,C,1.0,ST,0.0, ,19960326,211908, ,601,00000000, 
0000001080,000010,0090000956,000010,M,C,1.0,ST,27490.0,USD,19960326,213653, , ,00000000,L
0000001162,000001,0090038312,000001,M,2,2.0,ST,14600.0,EUR,20100323,152227, , ,00000000,X
0000001367,000000,0020000064,000000,B,b,0.0, ,20033.0,USD,20111220,123016, , ,00000000, 
0000001408,000000,0020000065,000000,B,b,0.0, ,2074.1,USD,20111223,093821, , ,00000000, 
0000001536,000010,0049003181,000001,R,C,4.0,ST,0.0,USD,19960329,180133,C-202,601,00000000, 
0000001536,000010,0080001206,000010,J,C,4.0,ST,0.0, ,19960329,163845, ,601,00000000, 
0000001536,000010,0090001412,000010,M,C,4.0,ST,300.0,USD,19960329,203059, , ,00000000,L
0000001654,000000,0020000068,000000,B,b,0.0, ,612185.2,USD,20120720,062838, , ,00000000, 
0000001694,000000,0020000067,000000,B,b,0.0, ,410196.5,USD,20120717,170201, , ,00000000, 
0000001769,000000,0020000069,000000,B,b,0.0, ,600990.0,USD,20120727,053607, , ,00000000, 
0000002095,000000,0020000103,000000,B,b,0.0, ,248.0,USD,20140221,122526, , ,00000000, 
0000002115,000000,0020000099,000000,B,b,0.0, ,20033.0,USD,20140106,132049, , ,00000000, 
0000002116,000000,0020000100,000000,B,b,0.0, ,20033.0,USD,20140106,132859, , ,00000000, 
0000002117,000000,0020000101,000000,B,b,0.0, ,210346.5,USD,20140205,061516, , ,00000000, 
0000002465,000010,0049004240,000001,R,C,4.0,ST,0.0,USD,19960606,182517,C-202,601,00000000, 
0000002465,000010,0080002128,000010,J,C,4.0,ST,0.0, ,19960606,182428, ,601,00000000, 
0000002465,000010,0090002332,000010,M,C,4.0,ST,300.0,USD,19960606,182607, , ,00000000,L
0000002871,000010,0049004721,000001,R,C,1.667,ST,0.0,USD,19960718,173118,C-202,601,00000000, 
0000002871,000010,0080002536,000010,J,C,1.667,ST,0.0, ,19960718,173008, ,601,00000000, 
0000002871,000010,0090002739,000010,M,C,1.667,ST,125.03,USD,19960718,173238, , ,00000000,L
0000002872,000010,0049004695,000001,R,C,1.0,ST,0.0,USD,19960709,235626,HD-1300,601,00000000, 
0000002872,000010,0080002532,000010,J,C,1.0,ST,0.0, ,19960709,235510, ,601,00000000, 
0000002872,000010,0090002736,000010,M,C,1.0,ST,24030.0,USD,19960709,235805, , ,00000000,L
0000003313,000010,0049005257,000001,R,C,15.0,ST,0.0,USD,19960808,201650,C-1100,601,00000000, 
0000003313,000010,0080002969,000010,J,C,15.0,ST,0.0, ,19960808,201214, ,601,00000000, 
0000003313,000010,0090003273,000010,M,C,15.0,ST,30005.55,USD,19960808,201738, , ,00000000,L
0000003313,000010,4500002385,000010,V,C,25.0,ST,40000.0,USD,19960808,195812, , ,00000000, 
0000003314,000010,0049005258,000001,R,C,5.0,ST,0.0,USD,19960808,202357,C-1100,601,00000000, 
0000003314,000010,0080002970,000010,J,C,5.0,ST,0.0, ,19960808,202341, ,601,00000000, 
0000003314,000010,0090003658,000010,M,C,5.0,ST,10001.85,USD,19961203,003722, , ,00000000,L
0000003314,000010,4500002386,000010,V,C,5.0,ST,8000.0,USD,19960808,195856, , ,00000000, 
0000003315,000010,0049005265,000001,R,C,2.0,ST,0.0,USD,19960808,214841,BP-100,601,00000000, 
0000003315,000010,0080002971,000010,J,C,2.0,ST,0.0, ,19960808,214722, ,601,00000000, 
0000003315,000010,0090003274,000010,M,C,2.0,ST,200.0,USD,19960808,214933, , ,00000000,L
0000003317,000010,0049005271,000001,R,C,1.0,ST,0.0,USD,19960808,223802,BP-100,601,00000000, 
0000003317,000010,0080002974,000010,J,C,1.0,ST,0.0, ,19960808,223727, ,601,00000000, 
0000003317,000010,0090003277,000010,M,C,1.0,ST,100.0,USD,19960808,223834, , ,00000000,L
0000004969,000010,0049005819,000001,R,C,1.0,ST,803.0,DEM,19970103,122205,P-109,601,00000000, 
0000004969,000010,0080003370,000010,J,C,1.0,ST,0.0, ,19970103,091656, ,601,00000000, 
0000004969,000010,0090005177,000010,M,C,1.0,ST,5500.0,DEM,19970103,122436, , ,00000000,L
0000004969,000010,0090005182,000010,N,C,1.0,ST,5500.0,DEM,19970128,085721, , ,00000000,L
0000004969,000010,0090005201,000010,M,C,1.0,ST,5500.0,DEM,19970128,093345, , ,00000000,L
0000004970,000010,0049005820,000001,R,C,5.0,ST,6000.0,DEM,19970107,161237,M-01,601,00000000, 
0000004970,000010,0080003371,000010,J,C,5.0,ST,0.0, ,19970103,125924, ,601,00000000, 
0000004970,000010,0090005178,000010,M,C,5.0,ST,8150.0,DEM,19970107,161441, , ,00000000,L
0000004970,000010,0090005183,000010,N,C,5.0,ST,8150.0,DEM,19970128,085756, , ,00000000,L
0000004970,000010,0090005197,000010,M,C,5.0,ST,8150.0,DEM,19970128,093323, , ,00000000,L
0000004970,000020,0049005820,000002,R,C,5.0,ST,6850.0,DEM,19970107,161237,M-02,601,00000000, 
0000004970,000020,0080003371,000020,J,C,5.0,ST,0.0, ,19970103,125924, ,601,00000000, 
0000004970,000020,0090005178,000020,M,C,5.0,ST,9440.0,DEM,19970107,161441, , ,00000000,L
0000004970,000020,0090005183,000020,N,C,5.0,ST,9440.0,DEM,19970128,085756, , ,00000000,L
0000004970,000020,0090005197,000020,M,C,5.0,ST,9440.0,DEM,19970128,093323, , ,00000000,L
0000004970,000030,0049005820,000003,R,C,4.0,ST,7080.0,DEM,19970107,161237,M-10,601,00000000, 
0000004970,000030,0080003371,000030,J,C,4.0,ST,0.0, ,19970103,125924, ,601,00000000, 
0000004970,000030,0090005178,000030,M,C,4.0,ST,9400.0,DEM,19970107,161441, , ,00000000,L
0000004970,000030,0090005183,000030,N,C,4.0,ST,9400.0,DEM,19970128,085756, , ,00000000,L
0000004970,000030,0090005197,000030,M,C,4.0,ST,9400.0,DEM,19970128,093323, , ,00000000,L
0000004970,000040,0049005820,000004,R,C,4.0,ST,4800.0,DEM,19970107,161237,M-12,601,00000000, 
0000004970,000040,0080003371,000040,J,C,4.0,ST,0.0, ,19970103,125924, ,601,00000000, 
0000004970,000040,0090005178,000040,M,C,4.0,ST,5848.0,DEM,19970107,161441, , ,00000000,L
0000004970,000040,0090005183,000040,N,C,4.0,ST,5848.0,DEM,19970128,085756, , ,00000000,L
0000004970,000040,0090005197,000040,M,C,4.0,ST,5848.0,DEM,19970128,093323, , ,00000000,L
0000004971,000010,0049005821,000001,R,C,10.0,KAR,4890.4,DEM,19970108,111510,L-40F,601,00000000, 
0000004971,000010,0049005822,000001,R,C,10.0,KAR,4890.4,DEM,19970108,111526,L-40F,601,00000000, 
0000004971,000010,0080003372,000010,J,C,10.0,KAR,0.0, ,19970108,110932, ,601,00000000, 
0000004971,000010,0080003373,000010,J,C,10.0,KAR,0.0, ,19970108,111133, ,601,00000000, 
0000004971,000010,0090005179,000010,M,C,10.0,KAR,6100.0,DEM,19970108,112142, , ,00000000,L
0000004971,000010,0090005180,000010,M,C,10.0,KAR,6100.0,DEM,19970108,112142, , ,00000000,L
0000004971,000010,0090005184,000010,N,C,10.0,KAR,6100.0,DEM,19970128,085814, , ,00000000,L
0000004971,000010,0090005185,000010,N,C,10.0,KAR,6100.0,DEM,19970128,085833, , ,00000000,L
0000004971,000010,0090005186,000010,M,C,10.0,KAR,6100.0,DEM,19970128,093233, , ,00000000,L
0000004971,000010,0090005187,000010,M,C,10.0,KAR,6100.0,DEM,19970128,093233, , ,00000000,L
0000004972,000010,0049005877,000001,R,C,3.0,ST,3581.3,DEM,19970128,092436,M-01,601,00000000, 
0000004972,000010,0080003375,000010,J,C,3.0,ST,0.0, ,19970124,155730, ,601,00000000, 
0000004972,000010,0090005212,000010,M,C,3.0,ST,4890.0,DEM,19970128,093439, , ,00000000,L
0000004972,000020,0049005877,000002,R,C,4.0,ST,5444.51,DEM,19970128,092436,M-02,601,00000000, 
0000004972,000020,0080003375,000020,J,C,4.0,ST,0.0, ,19970124,155730, ,601,00000000, 
0000004972,000020,0090005212,000020,M,C,4.0,ST,7552.0,DEM,19970128,093439, , ,00000000,L
0000004972,000030,0049005877,000003,R,C,5.0,ST,6555.73,DEM,19970128,092436,M-03,601,00000000, 
0000004972,000030,0080003375,000030,J,C,5.0,ST,0.0, ,19970124,155730, ,601,00000000, 
0000004972,000030,0090005212,000030,M,C,5.0,ST,8650.0,DEM,19970128,093439, , ,00000000,L
0000004972,000040,0049005877,000004,R,C,4.0,ST,5632.73,DEM,19970128,092436,M-04,601,00000000, 
0000004972,000040,0080003375,000040,J,C,4.0,ST,0.0, ,19970124,155730, ,601,00000000, 
0000004972,000040,0090005212,000040,M,C,4.0,ST,7512.0,DEM,19970128,093439, , ,00000000,L
0000004973,000010,0049005870,000001,R,C,4.0,ST,2208.7,DEM,19970128,092319,M-05,601,00000000, 
0000004973,000010,0080003376,000010,J,C,4.0,ST,0.0, ,19970124,155929, ,601,00000000, 
0000004973,000010,0090005191,000010,M,C,4.0,ST,3240.0,DEM,19970128,093258, , ,00000000,L
0000004973,000020,0049005870,000002,R,C,5.0,ST,5953.3,DEM,19970128,092319,M-06,601,00000000, 
0000004973,000020,0080003376,000020,J,C,5.0,ST,0.0, ,19970124,155929, ,601,00000000, 
0000004973,000020,0090005191,000020,M,C,5.0,ST,7495.0,DEM,19970128,093258, , ,00000000,L
0000004973,000030,0049005870,000003,R,C,4.0,ST,3131.6,DEM,19970128,092319,M-07,601,00000000, 
0000004973,000030,0080003376,000030,J,C,4.0,ST,0.0, ,19970124,155929, ,601,00000000, 
0000004973,000030,0090005191,000030,M,C,4.0,ST,4888.0,DEM,19970128,093258, , ,00000000,L
0000004973,000040,0049005870,000004,R,C,2.0,ST,3112.0,DEM,19970128,092319,M-08,601,00000000, 
0000004973,000040,0080003376,000040,J,C,2.0,ST,0.0, ,19970124,155929, ,601,00000000, 
0000004973,000040,0090005191,000040,M,C,2.0,ST,4096.0,DEM,19970128,093258, , ,00000000,L
0000004974,000010,0049005874,000001,R,C,7.0,ST,11684.56,DEM,19970128,092410,M-09,601,00000000, 
0000004974,000010,0080003377,000010,J,C,7.0,ST,0.0, ,19970124,160032, ,601,00000000, 
0000004974,000010,0090005209,000010,M,C,7.0,ST,15764.0,DEM,19970128,093430, , ,00000000,L
0000004974,000020,0049005874,000002,R,C,4.0,ST,6984.56,DEM,19970128,092410,M-10,601,00000000, 
0000004974,000020,0080003377,000020,J,C,4.0,ST,0.0, ,19970124,160032, ,601,00000000, 
0000004974,000020,0090005209,000020,M,C,4.0,ST,9400.0,DEM,19970128,093430, , ,00000000,L
0000004974,000030,0049005874,000003,R,C,5.0,ST,9313.08,DEM,19970128,092410,M-11,601,00000000, 
0000004974,000030,0080003377,000030,J,C,5.0,ST,0.0, ,19970124,160032, ,601,00000000, 
0000004974,000030,0090005209,000030,M,C,5.0,ST,12750.0,DEM,19970128,093430, , ,00000000,L
0000004974,000040,0049005874,000004,R,C,6.0,ST,7115.49,DEM,19970128,092410,M-12,601,00000000, 
0000004974,000040,0080003377,000040,J,C,6.0,ST,0.0, ,19970124,160032, ,601,00000000, 
0000004974,000040,0090005209,000040,M,C,6.0,ST,8772.0,DEM,19970128,093430, , ,00000000,L
0000004975,000010,0049005891,000001,R,C,7.0,ST,8768.42,DEM,19970128,092738,M-13,601,00000000, 
0000004975,000010,0080003378,000010,J,C,7.0,ST,0.0, ,19970124,160632, ,601,00000000, 
0000004975,000010,0090005188,000010,M,C,7.0,ST,10640.0,DEM,19970128,093247, , ,00000000,L
0000004975,000020,0049005891,000002,R,C,6.0,ST,7742.86,DEM,19970128,092738,M-14,601,00000000, 
0000004975,000020,0080003378,000020,J,C,6.0,ST,0.0, ,19970124,160632, ,601,00000000, 
0000004975,000020,0090005188,000020,M,C,6.0,ST,9594.0,DEM,19970128,093247, , ,00000000,L
0000004975,000030,0049005891,000003,R,C,5.0,ST,7590.68,DEM,19970128,092738,M-15,601,00000000, 
0000004975,000030,0080003378,000030,J,C,5.0,ST,0.0, ,19970124,160632, ,601,00000000, 
0000004975,000030,0090005188,000030,M,C,5.0,ST,10155.0,DEM,19970128,093247, , ,00000000,L
0000004975,000040,0049005891,000004,R,C,1.0,ST,1795.11,DEM,19970128,092738,M-16,601,00000000, 
0000004975,000040,0080003378,000040,J,C,1.0,ST,0.0, ,19970124,160632, ,601,00000000, 
0000004975,000040,0090005188,000040,M,C,1.0,ST,2389.0,DEM,19970128,093247, , ,00000000,L
0000004976,000010,0049005873,000001,R,C,7.0,ST,11394.56,DEM,19970128,092402,M-17,601,00000000, 
0000004976,000010,0080003379,000010,J,C,7.0,ST,0.0, ,19970124,160712, ,601,00000000, 
0000004976,000010,0090005204,000010,M,C,7.0,ST,19110.0,DEM,19970128,093405, , ,00000000,L
0000004976,000020,0049005873,000002,R,C,4.0,ST,3636.36,DEM,19970128,092402,M-18,601,00000000, 
0000004976,000020,0080003379,000020,J,C,4.0,ST,0.0, ,19970124,160712, ,601,00000000, 
0000004976,000020,0090005204,000020,M,C,4.0,ST,5196.0,DEM,19970128,093405, , ,00000000,L
0000004976,000030,0049005873,000003,R,C,3.0,ST,2822.33,DEM,19970128,092402,M-19,601,00000000, 
0000004976,000030,0080003379,000030,J,C,3.0,ST,0.0, ,19970124,160712, ,601,00000000, 
0000004976,000030,0090005204,000030,M,C,3.0,ST,4425.0,DEM,19970128,093405, , ,00000000,L
0000004976,000040,0049005873,000004,R,C,5.0,ST,5063.41,DEM,19970128,092402,M-20,601,00000000, 
0000004976,000040,0080003379,000040,J,C,5.0,ST,0.0, ,19970124,160712, ,601,00000000, 
0000004976,000040,0090005204,000040,M,C,5.0,ST,7995.0,DEM,19970128,093405, , ,00000000,L
0000004977,000010,0049005871,000001,R,C,1.0,ST,1193.77,DEM,19970128,092342,M-01,601,00000000, 
0000004977,000010,0080003380,000010,J,C,1.0,ST,0.0, ,19970124,160736, ,601,00000000, 
0000004977,000010,0090005198,000010,M,C,1.0,ST,1680.0,DEM,19970128,093339, , ,00000000,L
0000004977,000020,0049005871,000002,R,C,2.0,ST,2722.26,DEM,19970128,092342,M-02,601,00000000, 
0000004977,000020,0080003380,000020,J,C,2.0,ST,0.0, ,19970124,160736, ,601,00000000, 
0000004977,000020,0090005198,000020,M,C,2.0,ST,3836.0,DEM,19970128,093339, , ,00000000,L
0000004977,000030,0049005871,000003,R,C,1.0,ST,1311.15,DEM,19970128,092342,M-03,601,00000000, 
0000004977,000030,0080003380,000030,J,C,1.0,ST,0.0, ,19970124,160736, ,601,00000000, 
0000004977,000030,0090005198,000030,M,C,1.0,ST,1848.0,DEM,19970128,093339, , ,00000000,L
0000004977,000040,0049005871,000004,R,C,1.0,ST,1408.18,DEM,19970128,092342,M-04,601,00000000, 
0000004977,000040,0080003380,000040,J,C,1.0,ST,0.0, ,19970124,160736, ,601,00000000, 
0000004977,000040,0090005198,000040,M,C,1.0,ST,1988.0,DEM,19970128,093339, , ,00000000,L
0000004978,000010,0049005875,000001,R,C,1.0,ST,552.17,DEM,19970128,092419,M-05,601,00000000, 
0000004978,000010,0080003381,000010,J,C,1.0,ST,0.0, ,19970124,160802, ,601,00000000, 
0000004978,000010,0090005207,000010,M,C,1.0,ST,880.0,DEM,19970128,093416, , ,00000000,L
0000004978,000020,0049005875,000002,R,C,1.0,ST,1190.66,DEM,19970128,092419,M-06,601,00000000, 
0000004978,000020,0080003381,000020,J,C,1.0,ST,0.0, ,19970124,160802, ,601,00000000, 
0000004978,000020,0090005207,000020,M,C,1.0,ST,1680.0,DEM,19970128,093416, , ,00000000,L
0000004978,000030,0049005875,000003,R,C,3.0,ST,2348.7,DEM,19970128,092419,M-07,601,00000000, 
0000004978,000030,0080003381,000030,J,C,3.0,ST,0.0, ,19970124,160802, ,601,00000000, 
0000004978,000030,0090005207,000030,M,C,3.0,ST,4206.0,DEM,19970128,093416, , ,00000000,L
0000004978,000040,0049005875,000004,R,C,2.0,ST,3112.0,DEM,19970128,092419,M-08,601,00000000, 
0000004978,000040,0080003381,000040,J,C,2.0,ST,0.0, ,19970124,160802, ,601,00000000, 
0000004978,000040,0090005207,000040,M,C,2.0,ST,4396.0,DEM,19970128,093416, , ,00000000,L
0000004979,000010,0049005872,000001,R,C,2.0,ST,2505.26,DEM,19970128,092353,M-13,601,00000000, 
0000004979,000010,0080003382,000010,J,C,2.0,ST,0.0, ,19970124,160823, ,601,00000000, 
0000004979,000010,0090005199,000010,M,C,2.0,ST,3240.0,DEM,19970128,093339, , ,00000000,L
0000004979,000020,0049005872,000002,R,C,3.0,ST,3871.43,DEM,19970128,092353,M-14,601,00000000, 
0000004979,000020,0080003382,000020,J,C,3.0,ST,0.0, ,19970124,160823, ,601,00000000, 
0000004979,000020,0090005199,000020,M,C,3.0,ST,5097.0,DEM,19970128,093339, , ,00000000,L
0000004979,000030,0049005872,000003,R,C,1.0,ST,1518.14,DEM,19970128,092353,M-15,601,00000000, 
0000004979,000030,0080003382,000030,J,C,1.0,ST,0.0, ,19970124,160823, ,601,00000000, 
0000004979,000030,0090005199,000030,M,C,1.0,ST,2142.0,DEM,19970128,093339, , ,00000000,L
0000004979,000040,0049005872,000004,R,C,1.0,ST,1795.11,DEM,19970128,092353,M-16,601,00000000, 
0000004979,000040,0080003382,000040,J,C,1.0,ST,0.0, ,19970124,160823, ,601,00000000, 
0000004979,000040,0090005199,000040,M,C,1.0,ST,2534.0,DEM,19970128,093339, , ,00000000,L
0000004980,000010,0049005876,000001,R,C,1.0,ST,1627.79,DEM,19970128,092428,M-17,601,00000000, 
0000004980,000010,0080003383,000010,J,C,1.0,ST,0.0, ,19970124,160841, ,601,00000000, 
0000004980,000010,0090005208,000010,M,C,1.0,ST,2820.0,DEM,19970128,093416, , ,00000000,L
0000004980,000020,0049005876,000002,R,C,2.0,ST,1818.18,DEM,19970128,092428,M-18,601,00000000, 
0000004980,000020,0080003383,000020,J,C,2.0,ST,0.0, ,19970124,160841, ,601,00000000, 
0000004980,000020,0090005208,000020,M,C,2.0,ST,2812.0,DEM,19970128,093416, , ,00000000,L
0000004980,000030,0049005876,000003,R,C,2.0,ST,1881.55,DEM,19970128,092428,M-19,601,00000000, 
0000004980,000030,0080003383,000030,J,C,2.0,ST,0.0, ,19970124,160841, ,601,00000000, 
0000004980,000030,0090005208,000030,M,C,2.0,ST,3378.0,DEM,19970128,093416, , ,00000000,L
0000004980,000040,0049005876,000004,R,C,3.0,ST,3038.04,DEM,19970128,092428,M-20,601,00000000, 
0000004980,000040,0080003383,000040,J,C,3.0,ST,0.0, ,19970124,160841, ,601,00000000, 
0000004980,000040,0090005208,000040,M,C,3.0,ST,5220.0,DEM,19970128,093416, , ,00000000,L
0000004982,000010,0049005880,000001,R,C,5.0,ST,5968.83,DEM,19970128,092503,M-01,601,00000000, 
0000004982,000010,0080003384,000010,J,C,5.0,ST,0.0, ,19970124,160858, ,601,00000000, 
0000004982,000010,0090005192,000010,M,C,5.0,ST,8150.0,DEM,19970128,093258, , ,00000000,L
0000004982,000020,0049005880,000002,R,C,6.0,ST,8166.77,DEM,19970128,092503,M-02,601,00000000, 
0000004982,000020,0080003384,000020,J,C,6.0,ST,0.0, ,19970124,160858, ,601,00000000, 
0000004982,000020,0090005192,000020,M,C,6.0,ST,11328.0,DEM,19970128,093258, , ,00000000,L
0000004982,000030,0049005880,000003,R,C,6.0,ST,7866.88,DEM,19970128,092503,M-03,601,00000000, 
0000004982,000030,0080003384,000030,J,C,6.0,ST,0.0, ,19970124,160858, ,601,00000000, 
0000004982,000030,0090005192,000030,M,C,6.0,ST,10380.0,DEM,19970128,093258, , ,00000000,L
0000004982,000040,0049005880,000004,R,C,7.0,ST,9857.27,DEM,19970128,092503,M-04,601,00000000, 
0000004982,000040,0080003384,000040,J,C,7.0,ST,0.0, ,19970124,160858, ,601,00000000, 
0000004982,000040,0090005192,000040,M,C,7.0,ST,13146.0,DEM,19970128,093258, , ,00000000,L
0000004983,000010,0049005882,000001,R,C,6.0,ST,3313.04,DEM,19970128,092520,M-05,601,00000000, 
0000004983,000010,0080003385,000010,J,C,6.0,ST,0.0, ,19970124,160916, ,601,00000000, 
0000004983,000010,0090005210,000010,M,C,6.0,ST,4860.0,DEM,19970128,093430, , ,00000000,L
0000004983,000020,0049005882,000002,R,C,5.0,ST,5953.3,DEM,19970128,092520,M-06,601,00000000, 
0000004983,000020,0080003385,000020,J,C,5.0,ST,0.0, ,19970124,160916, ,601,00000000, 
0000004983,000020,0090005210,000020,M,C,5.0,ST,7495.0,DEM,19970128,093430, , ,00000000,L
0000004983,000030,0049005882,000003,R,C,3.0,ST,2348.7,DEM,19970128,092520,M-07,601,00000000, 
0000004983,000030,0080003385,000030,J,C,3.0,ST,0.0, ,19970124,160916, ,601,00000000, 
0000004983,000030,0090005210,000030,M,C,3.0,ST,3666.0,DEM,19970128,093430, , ,00000000,L
0000004983,000040,0049005882,000004,R,C,3.0,ST,4668.0,DEM,19970128,092520,M-08,601,00000000, 
0000004983,000040,0080003385,000040,J,C,3.0,ST,0.0, ,19970124,160916, ,601,00000000, 
0000004983,000040,0090005210,000040,M,C,3.0,ST,6144.0,DEM,19970128,093430, , ,00000000,L
0000004984,000010,0049005892,000001,R,C,3.0,ST,5007.67,DEM,19970128,092748,M-09,601,00000000, 
0000004984,000010,0080003386,000010,J,C,3.0,ST,0.0, ,19970124,160936, ,601,00000000, 
0000004984,000010,0090005189,000010,M,C,3.0,ST,6756.0,DEM,19970128,093247, , ,00000000,L
